created,sentiment.compound,sentiment.neg,sentiment.neu,sentiment.pos,tweet_text,user
2018-06-11 02:23:56,0.8932,0.0,0.483,0.517,Angels in America takes the win for Best Revival of a Play! #TonyAwards https://t.co/zodW61tw8a,CBS
2018-06-11 02:21:03,0.0,0.0,1.0,0.0,"RT @leahableson: The Once On This Island Goat And Chicken made it to the broadcast, Mama WILL provide #TonyAwards",CBS
2018-06-11 02:16:06,0.0,0.0,1.0,0.0,That performance was the GOAT. #TonyAwards https://t.co/mtoU92HipQ,CBS
2018-06-11 02:11:03,0.8908,0.0,0.509,0.491,Harry Potter and the Cursed Child wins Best Play at the #TonyAwards! @HPPlayNYC https://t.co/WIqJQmtAlN,CBS
2018-06-11 02:05:47,0.0,0.0,1.0,0.0,🎶 “Let's dance this last dance tonight.” 🎶 #TonyAwards #DonnaSummerMusical https://t.co/UAIaglChfv,CBS
2018-06-11 02:03:31,0.4926,0.0,0.738,0.262,Hope he brought enough birthday cake for everyone! #TonyAwards https://t.co/FlLbKV6oj8,CBS
2018-06-11 01:58:48,0.5093,0.0,0.477,0.523,@writerlindsayb You're welcome! #TonyAwards,CBS
2018-06-11 01:53:17,0.7579,0.0,0.519,0.481,RT @hjmayer8: I sure do love @DearEvanHansen 💙 #TonyAwards,CBS
2018-06-11 01:51:16,0.6467,0.0,0.752,0.248,"RT @Valerie4815: What a birthday present, the Tony audience singing happy birthday to you!! #TonyAwards",CBS
2018-06-11 01:38:23,0.0,0.0,1.0,0.0,If only this performance could go on forever. #TonyAwards @FrozenBroadway https://t.co/p2BMUvyTxr,CBS
2018-06-11 01:37:36,0.636,0.0,0.724,0.276,RT @anna_villanueva: Magnificent performance from the cast of @FrozenBroadway! #TonyAwards2018 #TonyAwards #Tonys,CBS
2018-06-11 01:30:56,0.8834,0.0,0.437,0.563,Glenda Jackson wins Best Leading Actress in a Play. #TonyAwards @threetallwomen https://t.co/GRp1gcBuiW,CBS
2018-06-11 01:29:21,0.0,0.0,1.0,0.0,.@SaraBareilles is totally a Gryffindor. #TonyAwards https://t.co/OPQ7esk2dn,CBS
2018-06-11 01:26:03,0.7351,0.079,0.625,0.296,RT @IzzyNY202: How impressive are these Marjory Stoneman Douglas students? That #TonyAwards performance reduced me to tears. Amazing.,CBS
2018-06-11 01:25:59,0.0,0.0,1.0,0.0,RT @KatLargent: MAGIC #TonyAwards,CBS
2018-06-11 01:24:46,0.0,0.0,1.0,0.0,Such a touching moment at the #TonyAwards. ❤️ https://t.co/4kJWTHVPZ8,CBS
2018-06-11 01:24:12,0.4019,0.0,0.838,0.162,.@Matt_Morrison welcomes the Marjory Stoneman Douglas High School theatre department to the stage. #TonyAwards https://t.co/5dxa9smeka,CBS
2018-06-11 01:19:59,0.9151,0.0,0.543,0.457,So many feels at the #TonyAwards. Congratulations to @arielstachel for winning Best Featured Actor in a Musical!… https://t.co/m1aRNIHPRK,CBS
2018-06-11 01:12:31,0.6369,0.0,0.625,0.375,RT @McBenefit: I love everything about you @UzoAduba. #TonyAwards,CBS
2018-06-11 01:08:28,0.1511,0.0,0.898,0.102,RT if that musical number by the cast of Carousel blew you away! #TonyAwards https://t.co/CMzMNtcAQO,CBS
2018-06-11 01:08:24,0.1531,0.0,0.852,0.148,Nathan Lane saw his #AngelsinAmerica role as a challenge. How will you challenge yourself in 2018? #TonyAwards https://t.co/3WXd6AqgBi,CBS
2018-06-11 01:02:47,0.8834,0.0,0.437,0.563,Nathan Lane wins Best Featured Actor in a Play. #TonyAwards @angelsbway https://t.co/xc8M7JtLDE,CBS
2018-06-11 00:58:06,0.0,0.0,1.0,0.0,🌟 @joshgroban and @SaraBareilles are Host Goals. 🌟 #TonyAwards https://t.co/OGQec8cXJ6,CBS
2018-06-11 00:52:34,0.2714,0.0,0.793,0.207,RT @adub369: This is unbelievable! @SaraBareilles and @joshgroban #TonyAwards,CBS
2018-06-11 00:51:11,0.0,0.0,1.0,0.0,Who lives in a pineapple and just performed at The Tonys? 🍍🎶 The cast of SpongeBob SquarePants: The Musical!… https://t.co/mvFxdh9UJi,CBS
2018-06-11 00:50:18,0.8883,0.0,0.433,0.567,✨ @LindsayMendez wins Best Featured Actress in a Musical! #TonyAwards @carouselbway https://t.co/MtgFowscN5,CBS
2018-06-11 00:45:14,0.9134,0.0,0.387,0.613,A big congratulations to @springsteen for his Special Tony award! ✨ #TonyAwards https://t.co/i16u8uv9aT,CBS
2018-06-11 00:44:36,0.0,0.0,1.0,0.0,Can the 73rd annual #TonyAwards just be three-hours of @TitussBurgess? https://t.co/3rCZwwTUtv,CBS
2018-06-11 00:35:41,0.25,0.0,0.92,0.08,"RT @CBSThisMorning: ""We know there are a lot of you out there who have photos of yourself in school plays or community theater."" Post your…",CBS
2018-06-11 00:34:45,0.4588,0.0,0.85,0.15,Keep your acceptance speeches short or else the #TonyAwards will get the angels involved. #AngelsInAmerica 👼 https://t.co/oznhezRzDc,CBS
2018-06-11 00:31:28,0.0,0.0,1.0,0.0,"If you haven't started singing, you will be the rest of the night. #TonyAwards #MyFairLady https://t.co/jbGXwnru8N",CBS
2018-06-11 00:27:42,0.3612,0.0,0.737,0.263,RT @marialena_rago: I like this opener for @MyFairLadyBway #TonyAwards,CBS
2018-06-11 00:27:00,0.8908,0.0,0.43,0.57,Laurie Metcalf wins Best Featured Actress in a Play! #TonyAwards @threetallwomen https://t.co/y4teyJaRPs,CBS
2018-06-11 00:24:31,0.0,0.0,1.0,0.0,Tina Fey has a boat?? #MeanGirls #TonyAwards https://t.co/phYxmHMd3d,CBS
2018-06-11 00:22:15,0.0,0.0,1.0,0.0,Representing the hardest-working men and women in Broadway… ensemble members from every nominated musical tonight!… https://t.co/imlEEnOUla,CBS
2018-06-11 00:22:15,0.6369,0.0,0.588,0.412,RT @misschae: I love theatre so much. #TonyAwards,CBS
2018-06-11 00:18:16,0.0,0.0,1.0,0.0,On Wednesdays they wear pink and on Sundays they perform at the #TonyAwards. 💕 Who thought that performance by the… https://t.co/w7QDkaX6kF,CBS
2018-06-11 00:13:27,0.6369,0.0,0.756,0.244,"RT @MichaelJMoritz: ""We are all made perfectly and we all belong” - Andrew Garfield #TonyAwards",CBS
2018-06-11 00:12:31,0.8834,0.0,0.437,0.563,Andrew Garfield wins Best Leading Actor in a Play. #TonyAwards @angelsbway https://t.co/s2VQnw6IPP,CBS
2018-06-11 00:06:39,0.6696,0.0,0.64,0.36,"RT @nightingalen: Love this opening song! @joshgroban
@SaraBarreilles 
#TonyAwards",CBS
2018-06-11 00:04:15,0.3182,0.0,0.85,0.15,✨ @joshgroban and @SaraBareilles take the stage to begin an unforgettable evening. #TonyAwards https://t.co/y9uzlK2DzO,CBS
2018-06-10 23:59:00,0.0,0.0,1.0,0.0,Grab your popcorn... it's time for the #TonyAwards! Go and stream the entire show now: https://t.co/Wo1algQHix https://t.co/JGYTk4NPDN,CBS
2018-06-10 23:18:15,0.4374,0.0,0.855,0.145,✨ @thegoodfight's Christine Baranski has arrived on the #TonyAwards red carpet! Watch LIVE at 8/7c on CBS! https://t.co/XnXAnPtRrc,CBS
2018-06-10 22:01:25,0.0,0.0,1.0,0.0,"The hosts have arrived! We're LIVE with @SaraBareilles, @joshgroban and more on the #TonyAwards red carpet hosted b… https://t.co/NtarbgywLe",CBS
2018-06-10 15:00:01,0.4184,0.0,0.843,0.157,Tonight's the night! Join @etnow's @DDirecto on the #TonyAwards' red carpet starting at 5PM ET! https://t.co/hZLOSiIRAT,CBS
2018-06-09 21:00:02,0.68,0.0,0.763,0.237,These two know a thing or two about awards! Watch them light up the stage tomorrow at the #TonyAwards. ✨ https://t.co/KHVZp65oLS,CBS
2018-06-09 16:00:00,0.0,0.0,1.0,0.0,Here's everything you need to know before watching the #TonyAwards this Sunday at 8/7c: https://t.co/jcRgNGmLUZ https://t.co/8suUhVPFK6,CBS
2018-06-08 19:46:17,0.296,0.0,0.82,0.18,Join @etnow's @DDirecto this Sunday on the #TonyAwards' red carpet. https://t.co/7jS8g10KmY,CBS
2018-06-08 15:00:03,0.0,0.0,1.0,0.0,Here's @laChanze with a reminder that you can stream the #TonyAwards this Sunday on CBS All Access! https://t.co/8TDEXzKmyQ,CBS
2018-06-08 13:58:15,0.9078,0.0,0.564,0.436,"We all get by with a little help from our friends, so what better way to celebrate #NationalBestFriendsDay than to… https://t.co/pIZezbBwaT",CBS
2018-06-07 17:03:26,0.3612,0.0,0.872,0.128,"Get ready for show-stopping performances by the casts of the 2018 Tony-nominated shows Mean Girls, SpongeBob Square… https://t.co/NiSx9Bbw0F",CBS
2018-06-06 21:00:24,0.2732,0.105,0.719,0.176,Don’t miss a special performance from @springsteen this Sunday at the #TonyAwards: https://t.co/LYYdleaFwU https://t.co/IKkKoITH9y,CBS
2018-06-06 00:08:30,0.3595,0.0,0.872,0.128,"RT @CBSThisMorning: .@SaraBareilles and @joshgroban are hosting this Sunday's @TheTonyAwards on @CBS! 

Wednesday, they'll join us LIVE on…",CBS
2018-06-05 22:23:35,-0.4404,0.177,0.723,0.1,"RT @SU2C: SU2C telecast Co-Executive Producer Bradley Cooper sits down with Mitch Carbon, a pediatric cancer survivor who benefited from #S…",CBS
2018-06-05 22:12:28,0.4574,0.0,0.824,0.176,RT @StrangeAngel: About last night... The #StrangeAngel screening party was a blast! Pun intended. 🚀😏 https://t.co/m64EcNmweY,CBS
2018-06-05 19:00:02,0.5093,0.0,0.845,0.155,These CBS stars can really belt it out! Find out which celebs from your favorite shows are pitch-perfect:… https://t.co/X4zMACFazB,CBS
2018-06-05 15:04:41,0.0,0.0,1.0,0.0,"More stars are set to appear at the #TonyAwards, including @billyjoel, @amyschumer, and @katharinemcphee. See who e… https://t.co/lPUocBcn9t",CBS
2018-06-04 17:00:00,0.0,0.0,1.0,0.0,"The #TonyAwards are just days away, and @joshgroban and @SaraBareilles will bring all they've got to Broadway's Big… https://t.co/eKkWn6ClSq",CBS
2018-06-01 17:39:17,-0.3903,0.131,0.807,0.062,"Call us old-fashioned, but we donut want you missing out on #NationalDonutDay! Here are a few treats from us to you… https://t.co/HpzN8bQ3SO",CBS
2018-06-01 17:00:03,0.8442,0.0,0.664,0.336,Remember @Lin_Manuel’s beautiful sonnet from the 70th Annual Tony Awards®? Relive some of the greatest moments in… https://t.co/IZjeQLd58C,CBS
2018-05-31 23:50:00,0.8932,0.0,0.545,0.455,"Good friends @joshgroban and @SaraBareilles are hosting the #TonyAwards together? Well, this is bound to be fun! https://t.co/26Vgzp0s2e",CBS
2018-05-30 15:07:34,0.4926,0.0,0.849,0.151,"The #TonyAwards just got even better because @UzoAduba, @MattBomer, and more stars will be presenting live! Find ou… https://t.co/hfFBtWo1T9",CBS
2018-05-28 21:00:01,0.0,0.0,1.0,0.0,"Mark your calendars. @SalvationCBS returns Monday, June 25 at 9/8c! ☄️ https://t.co/N9pYuhYLRF",CBS
2018-05-28 02:08:19,0.0,0.0,1.0,0.0,RT @thegoodfight: All episodes of season 2 are now available. Stream #TheGoodFight on CBS All Access: https://t.co/k3tn8kR9KC https://t.co/…,CBS
2018-05-23 23:07:38,0.6239,0.0,0.797,0.203,Get the popcorn ready! 🍿  It's going to be an unforgettable @survivorcbs finale. Make sure to tune in TONIGHT at 8/… https://t.co/vp0JyqfXMQ,CBS
2018-05-23 19:02:43,0.5859,0.0,0.826,0.174,"RT @StrangeAngel: Every brilliant mind has a dark side. #StrangeAngel launches June 14, only on CBS All Access. https://t.co/y0MZg1BzEB htt…",CBS
2018-05-22 23:19:40,0.1139,0.0,0.917,0.083,Prepare yourself. The @NCIS_CBS season finale is unlike any other. Don't miss it TONIGHT at 8/7c. https://t.co/MOH6uiFc0C,CBS
2018-05-22 20:02:22,0.0,0.0,1.0,0.0,"Summer heats up with @CBSBigBrother, @SalvationCBS, and the brand-new competition series @TKOCBS. Find out when you… https://t.co/DxE7OnKs17",CBS
2018-05-21 23:00:01,0.0,0.0,1.0,0.0,Who’s going to be watching the season finale of @ManWithAPlan tonight? RT if you'll be tuning in at 8:30/7:30c! https://t.co/ARLRtVuGuc,CBS
2018-05-20 20:00:00,0.3382,0.061,0.808,0.131,The season finale of @MadamSecretary will leave you speechless! Make sure to tune in tonight at 10/9c. https://t.co/hqxkLZsWpl,CBS
2018-05-20 17:00:01,0.1867,0.0,0.92,0.08,The @NCISLA season finale is going to be a wild ride. Don't miss all of the action starting TONIGHT at 8/7c! https://t.co/PNtUuVf9VQ,CBS
2018-05-19 08:00:01,0.4199,0.0,0.715,0.285,Retweet if you're ready for the #RoyalWedding! https://t.co/k57NM7OrXn,CBS
2018-05-18 21:00:01,0.0,0.0,1.0,0.0,It's going down (literally) on the Season Finale of @HawaiiFive0CBS when a submarine appears off the coast of Waiki… https://t.co/oD7Le5XUz6,CBS
2018-06-24 23:15:53,-0.6705,0.209,0.791,0.0,"Actress Glenn Close, joined by her sister Jessie, talks to @AndersonCooper about Jessie's suicide attempts and how… https://t.co/dU5q0RplfM",CNN
2018-06-24 23:00:18,0.0,0.0,1.0,0.0,Every single person in charge of law and order in this Georgia town is a black woman https://t.co/fkQvdWFMJ1 https://t.co/3rvP1ka6rS,CNN
2018-06-24 22:42:02,-0.1531,0.096,0.904,0.0,Border patrol agents are stopping people on highways in New England to check their citizenship… https://t.co/dC3vpcFQiL,CNN
2018-06-24 22:24:40,0.0,0.0,1.0,0.0,"Amid the furor over the policy that resulted in thousands of families separated at the border, Department of Homela… https://t.co/b4x3boVNGf",CNN
2018-06-24 22:00:04,-0.5994,0.234,0.766,0.0,"This detained mom has no idea where her son is, so she wrote a letter to him
https://t.co/Upbj2XLYzt https://t.co/zxc1B6vSeM",CNN
2018-06-24 21:43:36,0.2023,0.121,0.714,0.165,"Teenage boy reported missing from a Texas facility that cares for migrants, police say https://t.co/xcYzobQG85 https://t.co/eSNfegPu5q",CNN
2018-06-24 21:37:00,0.0,0.0,1.0,0.0,"Turkish President Recep Tayyip Erdogan has declared victory in Turkey’s presidential elections, but he says the res… https://t.co/iaE80GhP1V",CNN
2018-06-24 21:25:04,-0.5267,0.167,0.833,0.0,Mo Salah is considering quitting the Egyptian national team due to unhappiness over his #WorldCup Chechnya controve… https://t.co/qG0b9xop9B,CNN
2018-06-24 21:24:34,-0.5106,0.163,0.837,0.0,"""It's a disturbing picture. There are children by themselves. They're all on concrete floors in cages... there's ju… https://t.co/11HhW3gpI0",CNN
2018-06-24 21:01:36,-0.34,0.13,0.87,0.0,Linkin Park singer Chester Bennington's widow Talinda tells @AndersonCooper that there were warning signs before he… https://t.co/HjGTvTE356,CNN
2018-06-24 20:59:06,0.0,0.0,1.0,0.0,Jurassic World sequel crosses $700 million at the global box office https://t.co/GZjKPlKaOC https://t.co/v18Wbmo6es,CNN
2018-06-24 20:40:39,-0.25,0.091,0.909,0.0,"Lena Dunham, Sia, Amber Heard and other stars visited the border city of Tornillo, Texas, to protest the Trump admi… https://t.co/Q3H6TyZaMp",CNN
2018-06-24 20:13:06,0.0,0.0,1.0,0.0,"Turkish President Recep Tayyip Erdogan has declared victory in Turkey’s presidential elections, but he says the res… https://t.co/xh1Kyy08XL",CNN
2018-06-24 20:00:01,0.0,0.0,1.0,0.0,"""We've been waiting for this moment for such a long time, and now finally it's here!"" Saudi women tell @CNN how the… https://t.co/0Hr1CZDMOK",CNN
2018-06-24 19:52:22,0.0,0.0,1.0,0.0,Erdogan declares victory in Turkish election https://t.co/IZzVbR5QOH https://t.co/Yf386oP3FW,CNN
2018-06-24 19:42:11,0.0,0.0,1.0,0.0,Two San Diego Police officers were shot after they breached an apartment that smelled of smoke on Saturday night… https://t.co/TxpF9IDYsy,CNN
2018-06-24 19:01:26,-0.9217,0.484,0.516,0.0,"Jane Clementi, whose 18-year-old son, Tyler Clementi, died by suicide after being bullied online, tells… https://t.co/PoXSQWbr3n",CNN
2018-06-24 18:54:05,0.7184,0.0,0.731,0.269,"""Quit trying to make us feel teary-eyed for the children. Yes, I love children a great deal, but to me, it's up to… https://t.co/lmpTK1cigE",CNN
2018-06-24 18:40:04,0.0,0.0,1.0,0.0,"Otzi, a 5,300-year-old glacier mummy found in the Italian Alps, is older than the Giza pyramids and Stonehenge. The… https://t.co/p9hIsIR3PM",CNN
2018-06-24 18:27:05,0.0,0.0,1.0,0.0,"New Zealand Prime Minister Jacinda Ardern revealed the name of her baby girl, Neve. Ardern is the first world leade… https://t.co/UJ6luDgAG7",CNN
2018-06-24 18:14:04,0.0,0.0,1.0,0.0,Preliminary results in Turkey's snap elections show President Recep Tayyip Erdogan in the lead over his nearest riv… https://t.co/MrwofWRIYL,CNN
2018-06-24 18:04:49,0.5859,0.0,0.759,0.241,England record biggest ever #WorldCup win after putting six goals past Panama https://t.co/7mKw5AYwMC,CNN
2018-06-24 17:49:40,-0.6249,0.221,0.779,0.0,"At least five people were injured when an explosion, followed by a fire, tore through an apartment building in Germ… https://t.co/h8jALtiBr0",CNN
2018-06-24 17:36:08,0.3818,0.0,0.88,0.12,Late Japan equalizer from Keisuke Honda stalls Senegal's surge toward the last-16 of the World Cup to ensure Group… https://t.co/d7U98CLtMv,CNN
2018-06-24 17:23:08,0.0,0.126,0.748,0.126,This teenager volunteered her skills in sign language to help a blind and deaf man on a cross-country flight https://t.co/lGQN2xAqYD,CNN
2018-06-24 17:11:04,-0.0516,0.189,0.632,0.179,"""We have been encouraging illegal immigration,"" says Wisconsin GOP Sen. Ron Johnson https://t.co/aykSJGyRQd https://t.co/M0I1EIe7LG",CNN
2018-06-24 17:00:04,0.0,0.0,1.0,0.0,Two San Diego Police officers were shot after they breached an apartment that smelled of smoke on Saturday night… https://t.co/o6cB4N2UTd,CNN
2018-06-24 16:45:10,0.0,0.0,1.0,0.0,Preliminary results in Turkey's snap elections show President Recep Tayyip Erdogan in the lead over his nearest riv… https://t.co/SmXwbmzBCv,CNN
2018-06-24 16:34:03,0.0,0.0,1.0,0.0,"Almost 350 migrants are stranded on two boats in the Mediterranean, including a Danish cargo ship, as a standoff be… https://t.co/LVV7sxmR6L",CNN
2018-06-24 16:22:06,0.0,0.0,1.0,0.0,The Trump administration is releasing its plan for putting back together the thousands of families it separated at… https://t.co/rYcluUlagk,CNN
2018-06-24 16:11:06,-0.8158,0.282,0.718,0.0,At least two people were killed and more than 100 injured in an explosion Saturday at a rally attended by Ethiopian… https://t.co/HHd8ABYtIz,CNN
2018-06-24 16:00:09,-0.296,0.095,0.905,0.0,Prince William arrived in Jordan on the first stop of a five-day Middle East tour that will also take him to Israel… https://t.co/dJf3LsSkeP,CNN
2018-06-24 15:49:04,-0.8807,0.375,0.625,0.0,"The U.S. Navy announced Saturday the death of Lt. Christopher Carey Short, a pilot who died in a plane crash during… https://t.co/NerrjVcbH3",CNN
2018-06-24 15:38:16,-0.6249,0.221,0.779,0.0,"At least five people were injured when an explosion, followed by a fire, tore through an apartment building in Germ… https://t.co/pLCcY2Tfbp",CNN
2018-06-24 15:25:18,0.0,0.0,1.0,0.0,Jurassic World sequel crosses $700 million at the global box office https://t.co/IlBYCnKzHy https://t.co/BzWEZ1agSv,CNN
2018-06-24 15:12:05,0.0,0.0,1.0,0.0,England qualified for the last 16 of the World Cup with a thumping 6-1 victory over Panama Sunday in a sweltering N… https://t.co/1JGu5AXkWH,CNN
2018-06-24 14:20:49,-0.5267,0.167,0.833,0.0,Mo Salah is considering quitting the Egyptian national team due to unhappiness over his #WorldCup Chechnya controve… https://t.co/M0kxmAJXl0,CNN
2018-06-24 14:15:06,0.7334,0.0,0.721,0.279,Are Canadians really as nice as most Americans think they are? @WKamauell talks to proud Canadian @therealrussellp… https://t.co/U0yeOqBxgK,CNN
2018-06-24 14:05:25,0.5859,0.0,0.759,0.241,England record biggest ever #WorldCup win after putting six goals past Panama https://t.co/pRTqvMtIcm,CNN
2018-06-24 14:00:12,-0.8176,0.319,0.681,0.0,"""Thirty years after my brother's death, I still ask why"": @AndersonCooper remembers his brother, Carter, who died b… https://t.co/h93UYhWxo1",CNN
2018-06-24 13:48:26,-0.3612,0.122,0.878,0.0,Democratic Rep. Barbara Lee of California describes her visit to detention facilities on the US-Mexico border and s… https://t.co/nmsKObhh3K,CNN
2018-06-24 13:31:10,0.6597,0.0,0.779,0.221,"Sen. Bernie Sanders: President Trump needs to ""make it clear that the United States of America is not a nation whic… https://t.co/DZH2lkQ1p6",CNN
2018-06-24 13:30:14,0.0,0.0,1.0,0.0,"Democratic Sen. Jeff Merkley is ""exploring the possibility"" of throwing his hat in the ring in the 2020 presidentia… https://t.co/cUN7NCn4gg",CNN
2018-06-24 13:12:09,0.34,0.0,0.893,0.107,Sen. Ron Johnson says the most recent information he has from the Department of Homeland Security is that “about 21… https://t.co/8FvQPMeViz,CNN
2018-06-24 13:00:18,-0.34,0.112,0.888,0.0,"American Outdoor Brands, the gun maker that owns the iconic Smith &amp; Wesson line of firearms, reported plunging sale… https://t.co/x3lGJgBThv",CNN
2018-06-24 12:31:03,0.0,0.126,0.748,0.126,This teenager volunteered her skills in sign language to help a blind and deaf man on a cross-country flight https://t.co/HDoL65TKwO,CNN
2018-06-24 12:30:17,0.0,0.0,1.0,0.0,"Former Trump campaign manager Corey Lewandowski has been dropped by his speakers bureau after saying ""womp womp"" re… https://t.co/608JmBtvS9",CNN
2018-06-24 12:12:06,0.0,0.0,1.0,0.0,"New Zealand Prime Minister Jacinda Ardern and her partner Clarke Gayford have revealed the name of their baby girl,… https://t.co/SrBM771oZg",CNN
2018-06-24 12:00:17,-0.5574,0.175,0.825,0.0,"A Chicago teen, shot in the head, was covered with a sheet by paramedics. He died nearly a day later.… https://t.co/ZRyOiHPkQX",CNN
2018-06-24 11:45:04,0.128,0.0,0.87,0.13,Recreational marijuana use will soon be legal in Canada https://t.co/UNVKKJZDuP https://t.co/eTODylDScV,CNN
2018-06-24 11:31:00,0.0,0.0,1.0,0.0,"In the constellation of Sagittarius, three infant planets have been found orbiting a young star 330 light-years fro… https://t.co/01FNZXyuQz",CNN
2018-06-24 11:30:50,0.0,0.0,1.0,0.0,"""We've been waiting for this moment for such a long time, and now finally it's here!"" Saudi women tell @CNN how the… https://t.co/R485BiQFn9",CNN
2018-06-24 11:30:09,0.0,0.0,1.0,0.0,New Zealand Prime Minister Jacinda Ardern became the first world leader in nearly 30 years to have a child while in… https://t.co/3TRRXivoWo,CNN
2018-06-24 11:15:05,0.0,0.0,1.0,0.0,Every single person in charge of law and order in this Georgia town is a black woman https://t.co/kUpZ4JAiXW https://t.co/3PuuRJjkRV,CNN
